"bairro","location","preco","quartos","m2","corretora","data","link","pm2"
"Asa Sul ","SQS 112 ?TIMA PLANTA",1200000,3,147,"15971",2014-01-03,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-112-795418",8163.26530612245
"Asa Norte ","SQN 115 ",1200000,3,112,"9807",2014-01-03,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-115-982969",10714.2857142857
"Asa Sul ","SQS 210 PARA ATUALIZAR",1200000,4,130,"15971",2014-01-03,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqs-210-574063",9230.76923076923
"Noroeste ","?REA ESPECIAL CRENW 3 - 309 PIGOT - 3 QUARTOS",1200000,3,120,"303164",2014-01-02,"/imovel/venda-apartamento-brasilia-df-3-quartos-area-especial-crenw-3-1057006",10000
"Asa Norte ","SQN 402 BLOCO J REFORMADO, ELEVADOR, DESOCUPADO",1200000,4,150,"5211",2014-01-02,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqn-402-bloco-j-1002392",8000
"Asa Sul ","SQS 107 0166.AS.03",1200000,3,153,"9807",2014-01-02,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-107-881675",7843.13725490196
"Asa Sul ","SQS 112 BLOCO A ",1200000,3,135,"7476",2013-12-30,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-112-bloco-a-618462",8888.88888888889
"Sudoeste ","SQSW 102 ",1200000,3,120,"12268",2013-12-30,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-102-778237",10000
"Asa Sul ","SQS 215 LINDA REFORMA! 03 QTOS(STE) DCE QUADRA NOBRE EXCTE PR",1200000,3,123,"7037",2013-12-30,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-215-606658",9756.09756097561
"Asa Sul ","SQS 113 BLOCO J M?VEIS E ELETRODOM?STICOS INCLUSOS!",1200000,2,110,"5102",2013-12-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-113-bloco-j-811167",10909.0909090909
"Asa Norte ","SQN 308 BLOCO C ",1200000,3,125,"18222",2013-12-27,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-308-bloco-c-957796",9600
"Asa Sul ","SQS 215 ",1200000,3,113,"17605",2013-12-21,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-215-886662",10619.4690265487
"Sudoeste ","SQSW 102 - 02 SU?TES E 01 VAGAS - REFORMAD?SSIMO.",1200000,3,112.74,"15594",2013-12-17,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-102-968889",10643.9595529537
"Noroeste ","SQNW 309 BLOCO H ",1200000,3,100,"1703",2013-12-17,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-309-bloco-h-870997",12000
"Asa Sul ","SQS 102 ",1200000,3,112,"2146",2013-12-14,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-102-554258",10714.2857142857
"Asa Norte ","SQN 115 BLOCO E 115 NORTE - VAZADO / BEM VENTILADO",1200000,3,125,"5710",2013-12-11,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-115-bloco-e-1006911",9600
"Asa Norte ","SQN 111 BLOCO J ",1200000,3,134.7,"6988",2013-12-10,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-111-bloco-j-726033",8908.6859688196
"Sudoeste ","SQSW 306 - REFORMADISSIMO A MELHOR COBERTURA DO SUDOESTE -",1200000,3,98,"13933",2013-12-09,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-306-556619",12244.8979591837
"Noroeste ","SQNW 311 AMPLO, VAZADO, 2 VAGAS, PRONTO PARA MORAR!",1200000,3,126.74,"12463",2014-01-11,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-311-969061",9468.20261953606
"Noroeste ","SQNW 109 RESERVA PARQUE/ VISTA PARA O PARQUE",1200000,3,115,"11991",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-109-1155978",10434.7826086957
"Asa Sul ","SQS 112 VAZADO",1201000,3,138,"7173",2014-01-13,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-112-360283",8702.89855072464
"Noroeste ","SQNW 109 BLOCO H ED. RESERVA PARQUE NOROESTE",1207500,3,115,"9182",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-109-bloco-h-803965",10500
"Asa Norte ","SQN 305 2 VAGAS TR. 85600053/81604020",1210000,3,114,"20363",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-305-965278",10614.0350877193
"Asa Norte ","SQN 314 AMPLO APTO - VAZADO - CENTRO DE BRAS?LIA. ACEITA IM?V",1210000,4,140,"5936",2014-01-08,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqn-314-862236",8642.85714285714
"Noroeste ","SQNW 110 BLOCO D ",1210000,4,125,"20989",2014-01-24,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqnw-110-bloco-d-1162845",9680
"Noroeste ","SQNW VIA SOHO 95M2, 01 QT TENHA UM SUPERDESCONT?O! 9988-0415",1216026,1,95.89,"11546",2014-01-19,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqnw-466921",12681.4683491501
"Noroeste ","SQNW VIA SOHO COBERTURA DUPLEX 3 VAGAS 95M? FA?O MENOR PRE?O",1216026,1,95,"10804",2014-01-28,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqnw-276908",12800.2736842105
"Asa Norte ","SQN 308 ",1218000,3,127,"17954",2014-01-27,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-308-1150198",9590.55118110236
"Asa Norte ","SQN 314 ***4 QTOS VAZADO COM 140M?***",1220000,4,140,"8510",2014-01-29,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqn-314-1048084",8714.28571428571
"Asa Norte ","SQN 214 BLOCO D ",1220000,3,90,"7173",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-214-bloco-d-1163671",13555.5555555556
"Asa Sul ","SQS 112 ESPA?OSO E AREJADO!!! VAGA PARA 2 CARROS!!!",1220000,3,140,"11983",2014-01-22,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-112-419061",8714.28571428571
"Asa Norte ","SQN 205 BLOCO J ",1220000,3,130,"1980",2014-01-20,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-205-bloco-j-848158",9384.61538461538
"Asa Norte ","SQN 205 TRATAR 85600053/81604020",1220000,3,144,"20363",2014-01-03,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-205-916707",8472.22222222222
"Asa Norte ","SQN 315 ",1220000,3,120,"12268",2013-12-16,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-315-557418",10166.6666666667
"Sudoeste ","SQSW 103 ANDAR ALTO, CANTO, 2 VGS SOLTAS, VISTA PARQUE",1220000,4,125,"7550",2013-12-10,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqsw-103-1101787",9760
"Asa Norte ","SQN 203 EXCLUSIVO FEROLA,MARAVILHOSO  8633-4369",1225000,3,120,"11476",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-203-810117",10208.3333333333
"Asa Norte ","SQN 203 EXCLUSIVO FEROLA,MARAVILHOSO  8633-4369",1225000,4,120,"11476",2014-01-29,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqn-203-890931",10208.3333333333
"Asa Norte ","SQN 203 **OPORTUNIDADE** LINDO 3 QTOS 120M? CHEIO DE ARM?RIOS",1225000,3,120,"19808",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-203-1034897",10208.3333333333
"Asa Norte ","SQN 203 BLOCO F VAZADO / DESOCUPADO",1225000,3,120,"10115",2014-01-27,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-203-bloco-f-1036740",10208.3333333333
"Asa Norte ","SQN 203 BLOCO F ",1225000,3,120,"9422",2014-01-13,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-203-bloco-f-1028902",10208.3333333333
"Sudoeste ","SQSW 305 - DUAS VAGAS E TOTALMENTE REFORMADO.",1230000,3,114,"15594",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-305-1084006",10789.4736842105
"Asa Norte ","SQN 305 LINDO APT NASCENTE E REFORMADO.",1230000,3,112.26,"15332",2014-01-27,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-305-1163219",10956.7076429717
"Asa Norte ","SQN 314 ",1230000,3,127,"11019",2014-01-25,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-314-849427",9685.03937007874
"Asa Norte ","SQN 208 BLOCO F ACEITA IMOVEL MENOR VALOR",1230000,4,127,"3699",2014-01-13,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqn-208-bloco-f-469877",9685.03937007874
"Asa Norte ","SQN 307 NASCENTE , EXCELENTE QUADRA!!",1230000,3,127,"18066",2013-12-17,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-307-369578",9685.03937007874
"Asa Sul ","SQS 107 REFORMADO! AMPLO 03 QTOS(STE) DCE QUADRA NOBRE EXCTE",1230000,3,161,"7037",2013-12-06,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-107-606661",7639.75155279503
"Asa Norte ","SQN 107 ANDAR ALTO, CANTO, CONSULTORIA COMPLETA!!!",1230001,3,114,"9025",2014-01-02,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-107-295356",10789.4824561404
"Asa Norte ","SQN 203 BLOCO F ",1235000,4,122,"2117447",2013-12-06,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqn-203-bloco-f-875863",10122.9508196721
"Asa Norte ","SQN 203 URGENTE ACEITA PROPOSTA,REFORMADO,LINDO!95595421",1238000,4,118,"10763",2013-12-09,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqn-203-856851",10491.5254237288
"Asa Norte ","SQN 205 (01)REFORMADO!!",1239998,3,145,"16711",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-205-840648",8551.71034482759
"Asa Sul ","SQS 215 ACEITA PERMUTA POR APTO. MENOR VALOR COM ELEVADOR NA",1240000,3,113,"4371",2014-01-15,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-215-347906",10973.4513274336
"Asa Norte ","SQN 307 SUPER REFORMADO LINDO!! TR.85600053/81604020",1240000,3,127,"20363",2014-01-03,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-307-932958",9763.77952755905
"Asa Sul ","SQS 215 DE CANTO, SU?TE, NASCENTE, VISTA LIVRE, ANDAR ALTO!!",1249000,3,120,"11983",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-215-1159678",10408.3333333333
"Asa Sul ","SQS 215 EXCELENTE PARA REFORMA.",1250000,3,119,"17001",2014-01-30,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-215-1158420",10504.2016806723
"Asa Sul ","SQS 109 3 QTS, 2 VAGAS, ELEVADOR E NASCENTE",1250000,3,150,"17001",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-109-1104634",8333.33333333333
"Asa Sul ","SQS 215 - ESTUDA PERMUTA NO LIVING PARK SUL",1250000,3,119,"5936",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-215-1161910",10504.2016806723
"Asa Norte ","SQN 308 VISTA LIVRE, ANDAR ALTO TR. 85600053/81604020",1250000,3,127,"20363",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-308-965266",9842.51968503937
"Asa Norte ","SQN 112 LINDA REFORMA,VISTA LIVRE 8633-4369",1250000,3,132,"11476",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-112-912843",9469.69696969697
"Asa Norte ","SQN 203 MARAVILHOSO 8633-4369",1250000,4,122,"11476",2014-01-29,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqn-203-685716",10245.9016393443
"Asa Norte ","SQN 307 AMPLO APARTAMENTO",1250000,3,122,"5243",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-307-415893",10245.9016393443
"Asa Norte ","SQN 209 VAZADO / 8595-2022",1250000,4,138.87,"12180",2014-01-29,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqn-209-1101702",9001.22416648664
"Asa Norte ","SQN 108 REFORMADISSIMO  / 8135-6002",1250000,3,125,"12180",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-108-1157318",10000
"Asa Sul ","SQS 215 BLOCO A APTO TODO ORIGINAL",1250000,3,119,"16810",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-215-bloco-a-1161041",10504.2016806723
"Asa Sul ","SQS 215 ",1250000,3,119,"9500",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-215-1162815",10504.2016806723
"Asa Sul ","SQS 215 LINDO APTO COM ELEVADOR E GARAGEM",1250000,3,112,"17001",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-215-996068",11160.7142857143
"Asa Sul ","SQS 109 3 QTS, 2 VAGAS, ELEVADOR E NASCENTE",1250000,3,150,"17001",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-109-874431",8333.33333333333
"Asa Sul ","SQS 215 ACEITA APTO NO LIVING PARK SUL",1250000,3,119,"16506",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-215-1162004",10504.2016806723
"Asa Sul ","SQS 215 (02)NASCENTE, CANTO, GARAGEM FACIL ACESSO",1250000,3,119,"16711",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-215-1163640",10504.2016806723
"Asa Norte ","SQN 313 EXCLUSIVO, ESPETACULAR - 8408-4788",1250000,3,105,"19420",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-313-804353",11904.7619047619
"Asa Norte ","SQN 313 ALTO PADR?O - 8408-4788",1250000,3,105,"19420",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-313-765816",11904.7619047619
"Asa Norte ","SQN 203 OPORTUNIDADE!!!",1250000,4,122,"19420",2014-01-28,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqn-203-871170",10245.9016393443
"Asa Sul ","SQS 215 ANDAR ALTO!! APT DE CANTO, NASCENT, VISTA LIVRE!",1250000,3,120,"11983",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-215-1159679",10416.6666666667
"Asa Norte ","SQN 208 BLOCO H EXC. 4 QTOS/2 ST - CANTO - 2 VAGAS",1250000,4,130,"18046",2014-01-27,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqn-208-bloco-h-665196",9615.38461538462
"Asa Sul ","SQS 109 OPORTUNIDADE!!! NASCENTE, VISTA LIVRE.NICE 8493-1601",1250000,3,155,"11018",2014-01-27,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-109-645756",8064.51612903226
"Asa Sul ","SQS 215 BLOCO C EXCLUSIVIDADE DE VENDA!",1250000,3,131,"18220",2014-01-26,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-215-bloco-c-993765",9541.98473282443
"Sudoeste ","SQSW 105 NASCENTE, 2 VAGAS, ESTUDA PROPOSTAS",1250000,4,110,"18222",2014-01-24,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqsw-105-1162723",11363.6363636364
"Asa Norte ","SQN 308 ",1250000,3,127,"3545",2014-01-24,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-308-551283",9842.51968503937
"Sudoeste ","SQSW 105 >> NASCENTE, REFORMADO, 2 VAGAS",1250000,4,110,"18222",2014-01-24,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqsw-105-997218",11363.6363636364
"Asa Norte ","SQN 308 ",1250000,3,127,"17954",2014-01-24,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-308-678972",9842.51968503937
"Asa Norte ","SQN 215 VISTA LIVRE, COB. COL.,!!!",1250000,3,123,"9025",2014-01-23,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-215-221478",10162.6016260163
"Sudoeste ","SQSW 105 2 VAGAS GARAGEM E NASCENTE",1250000,4,110,"358",2014-01-22,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqsw-105-827853",11363.6363636364
"Asa Norte ","SQN 309 BLOCO C ACEITA IM?VEL. DE CANTO. 6O. ANDAR.",1250000,4,117,"11200",2014-01-22,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqn-309-bloco-c-1080537",10683.7606837607
"Asa Sul ","SQS 109 BL E. LINDO APARTAMENTO REFORMADO",1250000,3,137,"3230",2014-01-22,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-109-1026680",9124.08759124088
"Asa Sul ","SQS 109 ",1250000,3,135,"2146",2014-01-21,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-109-789487",9259.25925925926
"Asa Sul ","SQS 211 BLOCO E LOCALIZA??O PRIVILEGIADA",1250000,3,120,"13379",2014-01-21,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-211-bloco-e-1015549",10416.6666666667
"Asa Sul ","SQS 110 BLOCO D ",1250000,3,107,"4773",2014-01-21,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-110-bloco-d-816883",11682.2429906542
"Asa Sul ","SQS 109 BLOCO A NASC - REFOR- 3? ANDAR- ACT TROCA 2 QTS ASA S",1250000,3,140,"6035",2014-01-20,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-109-bloco-a-865150",8928.57142857143
"Asa Sul ","SQS 103 BLOCO A VAZADO, 100% REFORMADO!!!",1250000,3,106,"7783",2014-01-20,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-103-bloco-a-1160065",11792.4528301887
"Asa Sul ","SQS 110 BLOCO H ",1250000,3,142,"1980",2014-01-16,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-110-bloco-h-1160377",8802.81690140845
"Sudoeste ","SQSW 300 VISTA -ANDAR ALTO-8429-4245/9902-5883",1250000,3,110,"10602",2014-01-16,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-300-660698",11363.6363636364
"Asa Sul ","SQS 212 SUPER REFORMADO NO GRANITO!",1250000,3,123,"8247",2014-01-16,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-212-327103",10162.6016260163
"Asa Norte ","SQN 213 PROJETO DE ARQUITETO! SEMI-MOBILIADO, VAZADO.",1250000,2,110,"10075",2014-01-14,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-213-1155928",11363.6363636364
"Asa Norte ","SQN 209 ",1250000,4,140,"4617",2014-01-13,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqn-209-695013",8928.57142857143
"Asa Norte ","SQN 307 ",1250000,3,124,"7037",2014-01-12,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-307-996343",10080.6451612903
"Asa Sul ","SQS 109 ALTO PADR?O -  TODO REFORMADO",1250000,3,137,"10129",2014-01-11,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-109-1158763",9124.08759124088
"Asa Sul ","SQS 309 BLOCO A ",1250000,3,114,"6210",2014-01-09,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-309-bloco-a-1158258",10964.9122807018
"Asa Sul ","SQS 103 ::APARTAMENTO VAZADO :: SEMI-REFORMADO ::",1250000,4,143,"13880",2014-01-06,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqs-103-954311",8741.25874125874
"Asa Sul ","SQS 215 ",1250000,3,128,"11019",2014-01-04,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-215-805344",9765.625
"Sudoeste ","SQSW 305 0167.SW.03",1250000,3,98,"9807",2014-01-02,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-305-881701",12755.1020408163
"Sudoeste ","SQSW 105 BLOCO H ",1250000,3,100,"5724",2013-12-30,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-105-bloco-h-337425",12500
"Asa Sul ","SQS 105 - 03 QTS - VAZADO - ARM?RIOS",1250000,3,140,"13933",2013-12-19,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-105-1155417",8928.57142857143
"Asa Sul ","SQS 106 IMPERD?VEL LINDO ! 3 QUARTOS EXCTE PRE?O!!!",1250000,3,178,"7037",2013-12-17,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-106-792711",7022.47191011236
"Sudoeste ","SQSW 105 NASCENTE E VISTA LIVRE",1250000,4,110,"7063",2013-12-14,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqsw-105-1007665",11363.6363636364
"Asa Norte ","SQN 310 ** REFORMADO**",1250000,3,140,"7315",2013-12-13,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-310-802415",8928.57142857143
"Asa Norte ","SHCGN 708 ",1250000,4,170,"11019",2013-12-11,"/imovel/venda-apartamento-brasilia-df-4-quartos-shcgn-708-982779",7352.94117647059
"Sudoeste ","SQSW 105 >> 2 VAGAS, NASCENTE",1250000,3,110,"18222",2013-12-09,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-105-1013594",11363.6363636364
"Asa Norte ","SQN 203 BLOCO F ",1250000,3,117.61,"5330",2013-12-07,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-203-bloco-f-1044128",10628.3479295978
"Asa Sul ","SQS 304 IMPERD?VEL! AMPLO 03 QTOS(STE) DCE QUADRA NOBRE! EXCT",1250000,3,160,"7037",2013-12-06,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-304-606656",7812.5
"Noroeste ","SQNW 109 NOVISSIMO RES. RESERVA PARQUE NOROESTE",1250000,3,108.53,"3277",2014-01-10,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-109-899178",11517.5527503916
"Noroeste ","SQNW 109 BLOCO D VIVERDE / VILLELA &  CARVALHO NOROESTE - PM",1257000,4,105,"13725",2014-01-30,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqnw-109-bloco-d-1032928",11971.4285714286
"Asa Norte ","SQN 308 BEL?SSIMO, 2 VAGAS DE GARAGEM",1258900,3,127,"16711",2014-01-26,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-308-1034960",9912.59842519685
"Asa Norte ","SQN 308 BLOCO H MARAVILHOSO!! REFORMA ESPETACULAR! ANDAR ALTO",1258900,3,124,"16018",2014-01-18,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-308-bloco-h-1044025",10152.4193548387
"Asa Norte ","SQN 308 REFORMADO, 2 VAGAS!",1258900,3,127,"11670",2014-01-02,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-308-1156810",9912.59842519685
"Noroeste ","SQNW 309 - MORE NO NOROESTE AGORA! 9144-7676",1260000,3,127,"16964",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-379139",9921.25984251968
"Asa Sul ","SQS 106 BLOCO C ",1260000,3,174,"7925",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-106-bloco-c-1163341",7241.37931034483
"Sudoeste ","SQSW 303 ",1260000,3,126,"12268",2014-01-07,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-303-871166",10000
"Asa Sul ","SQS 313 BLOCO E ",1260000,3,119,"9709",2014-01-06,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-313-bloco-e-1110127",10588.2352941176
"Noroeste ","SQNW 311 RESERVA NOROESTE",1260000,3,126,"20614",2014-01-13,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-311-903553",10000
"Asa Sul ","SQS 309 BLOCO A SQS 309 BLOCO A APTO 303",1263000,3,114,"11000",2014-01-30,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-309-bloco-a-950413",11078.9473684211
"Asa Sul ","SQS 309 BLOCO A SQS 309 BLOCO A APTO 303",1263000,3,114,"11000",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-309-bloco-a-1105397",11078.9473684211
"Asa Sul ","SQS 309 VAZADO, NASC. ORIGINAL.LIGUE 9906 6080",1263000,3,114,"14990",2014-01-21,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-309-970503",11078.9473684211
"Asa Sul ","SQS 309 BLOCO A 3?ANDAR VAZADO - 8123-0648 LIGUE ! DESOC.",1263000,3,114,"9735",2014-01-18,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-309-bloco-a-945907",11078.9473684211
"Asa Sul ","SQS 114 ",1270000,3,160,"3889",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-114-370707",7937.5
"Asa Norte ","SQN 308 RARA OPORTUNIDADE!!!",1270000,3,122,"17001",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-308-1039913",10409.8360655738
"Noroeste ","SQNW 110 VAZADO, LINDO , 132M2,",1270000,4,132.31,"12463",2014-01-17,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqnw-110-950154",9598.66979064319
"Asa Sul ","SQS 109 ",1270000,3,157,"3209",2014-01-04,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-109-667084",8089.17197452229
"Asa Norte ","SQN 110 VIA SAVASSI / CANTO / NASCENTE",1270000,3,116,"19811",2014-01-02,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-110-1080455",10948.275862069
"Asa Norte ","SQN 209 ",1270000,3,140,"20101",2013-12-16,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-209-790303",9071.42857142857
"Sudoeste ","SQSW 302 EXCELENTE APARTAMENTO DE CANTO",1270000,3,107,"7121",2013-12-12,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-302-763198",11869.1588785047
"Asa Sul ","SQS 404 BLOCO O VIA OMEGA,2 QT+ MODERNO DA ASA SUL! 8150-8787",1270000,2,73,"11546",2013-12-22,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-404-bloco-o-468175",17397.2602739726
"Noroeste ","SQNW 108 *RESERVA ESPECIAL* ?TIMA PLANTA* ACEITA IM?VEL",1272000,3,126.7,"13880",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-108-821612",10039.4632991318
"Asa Norte ","SQN 116 REFORMAD?SSIMO, VAZADO",1275000,3,128,"10584",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-116-972205",9960.9375
"Asa Norte ","SQN 310 ",1280000,4,124,"1345",2014-01-29,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqn-310-1094358",10322.5806451613
"Asa Norte ","SQN 212 NASCENTE BARATO AC. IM?VEL / 8340-8000",1280000,2,160,"12180",2014-01-29,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-212-1157573",8000
"Asa Norte ","SQN 309 BLOCO E ",1280000,4,137,"8714",2014-01-28,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqn-309-bloco-e-1155605",9343.06569343066
"Asa Sul ","SQS 215 BLOCO C ",1280000,3,131.84,"1704",2014-01-13,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-215-bloco-c-1069202",9708.73786407767
"Asa Sul ","SQS 214 PR?DIO E APARTAMENTO REFORMADOS",1280000,3,112,"4594",2014-01-11,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-214-1094955",11428.5714285714
"Asa Sul ","SQS 104 BLOCO E OPORTUNIDADE 4 QTS 168M VAZADO MEIO QUADRA R$",1280000,4,168,"20677",2013-12-31,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqs-104-bloco-e-1059203",7619.04761904762
